fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,target
0.2892562,0.14,0.22289157,0.11809816,0.07079646,0.15277778,0.5092166,0.1829574,0.31007752,0.14204545,0.14492753,1.0
0.25619835,0.07333333,0.23493975,0.11349693,0.03539823,0.072916664,0.1797235,0.13283208,0.30232558,0.25,0.4057971,0.0
0.14876033,0.27333334,0.078313254,0.05981595,0.059734512,0.055555556,0.25345623,0.06921149,0.5426357,0.38636363,0.82608694,0.0
0.14876033,0.11,0.15060242,0.13957055,0.044247787,0.038194444,0.14285715,0.13283208,0.45736435,0.06818182,0.36231884,1.0
0.2231405,0.14666666,0.1626506,0.05214724,0.057522126,0.125,0.20967741,0.060728744,0.37209302,0.2159091,0.6666667,0.0
0.1570248,0.11333334,0.15662651,0.18251534,0.081858404,0.17881945,0.2626728,0.18893388,0.27906978,0.13068181,0.20289855,0.0
0.27272728,0.19333333,0.40361446,0.1518405,0.07300885,0.16666667,0.343318,0.20030846,0.34108528,0.125,0.10144927,1.0
0.3305785,0.11333334,0.16867469,0.10122699,0.061946902,0.15625,0.3986175,0.16001542,0.3255814,0.2159091,0.3043478,0.0
0.16528925,0.08,0.20481928,0.006134969,0.050884955,0.13541667,0.1843318,0.054366685,0.60465115,0.11363637,0.5362319,1.0
0.1983471,0.12,0.1746988,0.021472393,0.053097345,0.052083332,0.18663594,0.07133218,0.4728682,0.2215909,0.5507246,0.0
0.09090909,0.22666667,0.0,0.023006136,0.07964602,0.052083332,0.08294931,0.08540582,0.76744187,0.29545453,0.8695652,0.0
0.28099173,0.25333333,0.39156628,0.15030675,0.084070794,0.26041666,0.42857143,0.20223635,0.34108528,0.11363637,0.10144927,1.0
0.1570248,0.21333334,0.21084337,0.0690184,0.030973451,0.055555556,0.24654378,0.06574128,0.35658914,0.2556818,0.6376812,0.0
0.92561984,0.086666666,0.26506025,0.024539877,0.13938053,0.03125,0.041474655,0.24946983,0.27131784,0.35227272,0.17391305,0.0
0.21487603,0.16666667,0.16867469,0.05214724,0.061946902,0.07986111,0.17281106,0.061499905,0.41860464,0.23863636,0.6666667,0.0
0.28099173,0.36,0.036144577,0.029141104,0.1460177,0.055555556,0.1797235,0.1995373,0.6124031,0.17613636,0.24637681,1.0
0.32231405,0.5566667,0.072289154,0.024539877,0.289823,0.020833334,0.039170507,0.1791016,0.4883721,0.24431819,0.3188406,0.0
0.28099173,0.07333333,0.18674698,0.015337423,0.11061947,0.104166664,0.38479263,0.08849046,0.4883721,0.125,0.5362319,0.0
0.2644628,0.10666667,0.21686748,0.06595092,0.15707965,0.03125,0.29262674,0.13668787,0.4728682,0.08522727,0.4057971,0.0
0.23966943,0.06666667,0.16867469,0.14723927,0.059734512,0.097222224,0.25115207,0.14613457,0.30232558,0.13068181,0.42028984,0.0
0.446281,0.3,0.14457831,0.030674847,0.1460177,0.09375,0.30645162,0.20763446,0.37984496,0.19886364,0.2173913,1.0
0.23140496,0.17333333,0.1626506,0.08588957,0.1039823,0.07638889,0.29953918,0.16560632,0.4496124,0.1534091,0.3043478,0.0
0.2892562,0.10666667,0.1746988,0.009202454,0.055309735,0.125,0.20967741,0.105841525,0.36434108,0.27272728,0.3043478,0.0
0.2644628,0.44333333,0.072289154,0.018404908,0.22566372,0.048611112,0.13364056,0.16907653,0.3875969,0.21022727,0.2173913,0.0
0.56198347,0.18666667,0.3554217,0.024539877,0.30973452,0.017361112,0.02764977,0.22151533,0.24806201,0.4715909,0.20289855,1.0
0.40495867,0.46666667,0.30722892,0.016871165,0.8915929,0.038194444,0.13824885,0.17582418,0.21705426,0.53977275,0.17391305,1.0
0.60330576,0.24,0.25301206,0.024539877,0.11504425,0.045138888,0.029953917,0.20185079,0.4108527,0.19886364,0.3478261,0.0
0.2892562,0.083333336,0.18674698,0.016871165,0.10619469,0.114583336,0.23963134,0.1771737,0.7751938,0.26704547,0.36231884,0.0
0.27272728,0.08,0.20481928,0.23619632,0.084070794,0.1736111,0.3686636,0.21958743,0.37984496,0.2159091,0.17391305,0.0
0.40495867,0.14,0.31325302,0.015337423,0.22345133,0.038194444,0.071428575,0.18874109,0.4108527,0.20454545,0.2173913,1.0
0.20661157,0.1,0.18072289,0.018404908,0.046460178,0.052083332,0.19585253,0.06728359,0.43410853,0.10227273,0.5507246,0.0
0.41322315,0.41333333,0.0,0.016871165,0.12610619,0.024305556,0.029953917,0.19086178,0.45736435,0.17613636,0.28985506,0.0
0.23966943,0.053333335,0.19277108,0.18251534,0.050884955,0.059027776,0.34562212,0.18411413,0.12403101,0.07954545,0.14492753,0.0
0.28099173,0.28666666,0.14457831,0.14417177,0.17920354,0.11805555,0.44009218,0.21187584,0.53488374,0.14204545,0.14492753,1.0
0.2644628,0.24666667,0.20481928,0.032208588,0.15486726,0.052083332,0.15207373,0.20994794,0.64341086,0.2159091,0.2173913,1.0
0.20661157,0.20666666,0.09638554,0.012269938,0.15044248,0.034722224,0.039170507,0.16175053,0.48062015,0.19318181,0.1884058,1.0
0.28099173,0.26666668,0.042168673,0.07515337,0.17035398,0.03125,0.02764977,0.18758434,0.503876,0.26136363,0.46376812,0.0
0.3140496,0.07333333,0.22289157,0.19171779,0.046460178,0.17708333,0.33410138,0.19568151,0.35658914,0.32386363,0.3478261,0.0
0.23140496,0.11333334,0.23493975,0.01303681,0.061946902,0.13541667,0.19124424,0.07692308,0.4883721,0.10227273,0.49275362,0.0
0.2644628,0.18666667,0.084337346,0.16871166,0.06858407,0.11805555,0.51152074,0.20416425,0.31782946,0.16477273,0.13043478,1.0
0.1983471,0.13333334,0.16867469,0.056748465,0.030973451,0.072916664,0.2281106,0.036437247,0.2015504,0.23863636,0.73913044,0.0
0.23966943,0.17333333,0.15662651,0.01993865,0.057522126,0.19791667,0.30414745,0.042220935,0.21705426,0.14204545,0.6086956,0.0
0.5041322,0.21333334,0.3192771,0.09355828,0.1880531,0.017361112,0.029953917,0.22151533,0.42635658,0.3409091,0.5362319,0.0
0.30578512,0.1,0.1746988,0.030674847,0.042035397,0.07986111,0.21198156,0.09311741,0.21705426,0.18181819,0.42028984,0.0
0.2892562,0.093333334,0.24698795,0.22699386,0.084070794,0.1875,0.42626727,0.24850588,0.4651163,0.21022727,0.13043478,0.0
0.24793388,0.20666666,0.20481928,0.10429448,0.017699115,0.12847222,0.29262674,0.09658762,0.35658914,0.125,0.5797101,0.0
0.23140496,0.08,0.22891566,0.11196319,0.088495575,0.10069445,0.3202765,0.14632736,0.4651163,0.19318181,0.4347826,0.0
0.24793388,0.02,0.1626506,0.12269939,0.07079646,0.15277778,0.22580644,0.14324272,0.37209302,0.08522727,0.2753623,0.0
0.11570248,0.13333334,0.1746988,0.0076687117,0.03539823,0.059027776,0.14516129,0.088104874,0.4031008,0.18181819,0.28985506,0.0
0.3553719,0.026666667,0.2951807,0.009202454,0.06637168,0.14583333,0.3548387,0.1212647,0.31782946,0.14772727,0.24637681,0.0
0.38016528,0.15333334,0.18674698,0.005368098,0.019911505,0.17708333,0.32718894,0.06304222,0.1627907,0.056818184,0.5072464,1.0
0.2644628,0.14666666,0.30722892,0.1993865,0.084070794,0.13541667,0.37327188,0.20223635,0.27131784,0.17045455,0.23188406,0.0
0.2231405,0.086666666,0.16867469,0.012269938,0.07522124,0.08680555,0.13824885,0.09408136,0.5503876,0.14772727,0.44927537,0.0
0.12396694,0.08,0.18674698,0.04601227,0.053097345,0.072916664,0.19585253,0.109311745,0.53488374,0.1590909,0.26086956,0.0
0.30578512,0.14,0.21686748,0.2315951,0.084070794,0.097222224,0.2718894,0.18681319,0.2635659,0.18181819,0.3478261,1.0
0.1570248,0.11666667,0.39156628,0.009202454,0.14823009,0.055555556,0.30184332,0.11490264,0.37209302,0.11363637,0.20289855,1.0
0.25619835,0.21333334,0.33734939,0.16257669,0.06858407,0.13541667,0.31336406,0.20030846,0.3255814,0.13636364,0.10144927,1.0
0.21487603,0.086666666,0.16867469,0.081288345,0.07743363,0.097222224,0.218894,0.109311745,0.33333334,0.10227273,0.4347826,0.0
0.20661157,0.14,0.16867469,0.06288344,0.1039823,0.09375,0.17281106,0.06265664,0.4031008,0.19318181,0.68115944,0.0
0.25619835,0.16,0.090361446,0.115030676,0.07522124,0.1736111,0.40092167,0.16753422,0.31782946,0.13068181,0.13043478,1.0
0.46280992,0.1,0.33734939,0.24309815,0.11283186,0.17881945,0.6359447,0.26739928,0.29457363,0.16477273,0.1884058,1.0
0.21487603,0.2,0.15662651,0.116564415,0.06858407,0.09375,0.21198156,0.100829,0.20930232,0.051136363,0.49275362,0.0
0.47933885,0.46,0.072289154,0.035276074,0.15486726,0.10069445,0.15668203,0.22247927,0.4496124,0.23863636,0.3478261,0.0
0.25619835,0.16,0.078313254,0.11042945,0.06637168,0.034722224,0.25576037,0.17139001,0.39534885,0.08522727,0.17391305,1.0
0.28099173,0.13333334,0.22891566,0.021472393,0.088495575,0.07638889,0.34562212,0.07885098,0.31782946,0.17045455,0.44927537,1.0
0.28099173,0.15333334,0.24698795,0.12269939,0.090707965,0.048611112,0.19124424,0.20223635,0.44186047,0.23863636,0.2753623,0.0
0.18181819,0.15333334,0.19277108,0.10429448,0.36061946,0.15972222,0.35253456,0.15596683,0.36434108,0.1590909,0.20289855,0.0
0.2231405,0.25333333,0.14457831,0.16717792,0.086283185,0.19097222,0.38018432,0.16907653,0.27906978,0.19318181,0.26086956,0.0
0.14876033,0.06333333,0.1746988,0.0030674846,0.06858407,0.065972224,0.140553,0.077308655,0.43410853,0.14772727,0.2753623,0.0
0.40495867,0.22,0.24698795,0.08588957,0.1460177,0.083333336,0.08294931,0.15789473,0.4031008,0.3125,0.6666667,0.0
0.3966942,0.27,0.1746988,0.053680982,0.030973451,0.0625,0.218894,0.09041835,0.2248062,0.09090909,0.6376812,1.0
0.19008264,0.31333333,0.090361446,0.1411043,0.042035397,0.0625,0.27419356,0.16560632,0.49612403,0.14204545,0.3188406,0.0
0.2892562,0.28666666,0.10843374,0.023006136,0.12831858,0.038194444,0.050691243,0.20377868,0.62015504,0.28977272,0.2173913,0.0
0.20661157,0.28666666,0.078313254,0.02607362,0.14159292,0.097222224,0.078341015,0.16637748,0.5426357,0.30113637,0.4347826,0.0
0.14876033,0.14333333,0.15662651,0.0076687117,0.050884955,0.13541667,0.22119816,0.08540582,0.5813953,0.19318181,0.3768116,0.0
0.21487603,0.11333334,0.19277108,0.004601227,0.048672568,0.13541667,0.24884793,0.07769424,0.45736435,0.20454545,0.4057971,0.0
0.5041322,0.18,0.22891566,0.013803681,0.10176991,0.104166664,0.09447005,0.18604203,0.41860464,0.3409091,0.3768116,0.0
0.2231405,0.23333333,0.16867469,0.16334356,0.044247787,0.104166664,0.18663594,0.09812994,0.23255815,0.09090909,0.6376812,0.0
0.29752067,0.10666667,0.1746988,0.14570552,0.084070794,0.06944445,0.2281106,0.1752458,0.31782946,0.07386363,0.2173913,1.0
0.27272728,0.29333332,0.018072288,0.030674847,0.14159292,0.06944445,0.19815668,0.19934452,0.60465115,0.2159091,0.26086956,1.0
0.24793388,0.06,0.21084337,0.018404908,0.061946902,0.097222224,0.1797235,0.04819742,0.14728682,0.19886364,0.5797101,0.0
0.2644628,0.08,0.22289157,0.021472393,0.03982301,0.08680555,0.29953918,0.11740891,0.43410853,0.2215909,0.3188406,0.0
0.24793388,0.37333333,0.04819277,0.13957055,0.11061947,0.08680555,0.31336406,0.19452478,0.503876,0.13636364,0.13043478,1.0
0.2231405,0.1,0.12048193,0.10582822,0.084070794,0.14930555,0.3986175,0.1528822,0.35658914,0.14772727,0.22222222,1.0
0.30578512,0.35333332,0.12048193,0.016871165,0.14159292,0.121527776,0.124423966,0.1509543,0.29457363,0.10227273,0.1884058,1.0
0.3140496,0.1,0.24096386,0.07055215,0.119469024,0.045138888,0.19585253,0.14979757,0.3488372,0.32954547,0.24637681,1.0
0.30578512,0.27333334,0.12048193,0.030674847,0.7079646,0.024305556,0.01843318,0.18681319,0.37984496,0.38636363,0.36231884,0.0
0.1983471,0.12,0.22289157,0.09969325,0.07743363,0.18402778,0.44930875,0.1565452,0.36434108,0.14772727,0.2173913,0.0
0.34710744,0.11333334,0.078313254,0.25460124,0.053097345,0.16666667,0.49078342,0.24079429,0.18604651,0.13636364,0.24637681,1.0
0.338843,0.42666668,0.006024096,0.01993865,0.14159292,0.020833334,0.059907835,0.18449971,0.51937985,0.18181819,0.23188406,1.0
0.18181819,0.15333334,0.1626506,0.02607362,0.06637168,0.0625,0.2626728,0.04646231,0.4651163,0.10795455,0.68115944,0.0
0.338843,0.12,0.24698795,0.2231595,0.061946902,0.12847222,0.48387095,0.20223635,0.18604651,0.2159091,0.28985506,0.0
0.25619835,0.30666667,0.15662651,0.18558282,0.081858404,0.2013889,0.43548387,0.17061886,0.41860464,0.18181819,0.36231884,0.0
0.1983471,0.14666666,0.10240964,0.03374233,0.061946902,0.07986111,0.27419356,0.13090418,0.2248062,0.13636364,0.14492753,1.0
0.37190083,0.32,0.13253012,0.027607363,0.15486726,0.03125,0.1843318,0.21573164,0.503876,0.22727273,0.2173913,1.0
0.28099173,0.046666667,0.23493975,0.018404908,0.06858407,0.06944445,0.35253456,0.14825526,0.62015504,0.14204545,0.28985506,1.0
0.25619835,0.16666667,0.16867469,0.010736196,0.086283185,0.125,0.4170507,0.10776942,0.42635658,0.2159091,0.33333334,1.0
0.338843,0.08,0.2951807,0.015337423,0.090707965,0.048611112,0.31797236,0.113553114,0.34108528,0.14204545,0.36231884,1.0
0.14876033,0.06666667,0.3493976,0.009969325,0.048672568,0.097222224,0.28341013,0.05263158,0.6124031,0.2159091,0.5797101,0.0
0.16528925,0.06,0.20481928,0.018404908,0.07300885,0.3298611,0.3778802,0.062463854,0.5116279,0.38636363,0.5507246,0.0
0.36363637,0.1,0.24096386,0.10582822,0.081858404,0.038194444,0.16129032,0.1829574,0.2635659,0.35227272,0.24637681,0.0
0.2231405,0.12666667,0.15662651,0.116564415,0.06637168,0.06944445,0.29262674,0.17370349,0.5503876,0.23863636,0.26086956,0.0
0.23966943,0.14,0.2951807,0.06288344,0.048672568,0.11805555,0.34562212,0.14247157,0.31782946,0.13068181,0.2753623,0.0
0.20661157,0.16666667,0.25301206,0.25460124,0.055309735,0.19444445,0.3778802,0.22614227,0.41860464,0.19886364,0.20289855,0.0
0.4214876,0.17333333,0.19277108,0.010736196,0.06415929,0.038194444,0.41935483,0.15789473,0.3488372,0.1534091,0.2173913,1.0
0.23140496,0.16,0.14457831,0.010736196,0.10619469,0.14409722,0.4562212,0.15442452,0.6744186,0.16477273,0.17391305,1.0
0.16528925,0.046666667,0.2951807,0.0076687117,0.07964602,0.06944445,0.21198156,0.11162522,0.36434108,0.14772727,0.17391305,1.0
0.24793388,0.1,0.18072289,0.09739264,0.07079646,0.1423611,0.3986175,0.14439946,0.4108527,0.19318181,0.3768116,0.0
0.25619835,0.28,0.024096385,0.013803681,0.16150442,0.0625,0.09907834,0.16753422,0.4883721,0.3181818,0.2173913,1.0
0.38842976,0.21333334,0.24096386,0.08742331,0.084070794,0.0069444445,0.00921659,0.16483517,0.43410853,0.19318181,0.5797101,1.0
0.2892562,0.08,0.23493975,0.02607362,0.07964602,0.07986111,0.18663594,0.064198956,0.17054264,0.07386363,0.5797101,0.0
0.19008264,0.34,0.006024096,0.023006136,0.097345136,0.013888889,0.016129032,0.14671293,0.62015504,0.19318181,0.49275362,1.0
0.1983471,0.10333333,0.20481928,0.01993865,0.053097345,0.010416667,0.25576037,0.061885484,0.5271318,0.125,0.6086956,1.0
0.23966943,0.17333333,0.24096386,0.023006136,0.046460178,0.114583336,0.24193548,0.0410642,0.19379845,0.14772727,0.6086956,0.0
0.20661157,0.07333333,0.1746988,0.07515337,0.06637168,0.14930555,0.421659,0.11432427,0.36434108,0.14204545,0.33333334,0.0
0.16528925,0.11333334,0.15662651,0.19171779,0.086283185,0.14930555,0.32718894,0.19452478,0.44186047,0.09090909,0.1884058,1.0
0.23140496,0.10666667,0.21084337,0.108895704,0.042035397,0.121527776,0.297235,0.12897629,0.36434108,0.08522727,0.36231884,1.0
0.34710744,0.1,0.27710843,0.013803681,0.03982301,0.10069445,0.27419356,0.06921149,0.39534885,0.14204545,0.65217394,0.0
0.28099173,0.10666667,0.18072289,0.015337423,0.07964602,0.090277776,0.28801844,0.119336806,0.4108527,0.13068181,0.36231884,1.0
0.2644628,0.086666666,0.16867469,0.12269939,0.07300885,0.125,0.4953917,0.15982263,0.4108527,0.18181819,0.3478261,0.0
0.45454547,0.20666666,0.26506025,0.023006136,0.21017699,0.114583336,0.27419356,0.20609215,0.3255814,0.5681818,0.2173913,1.0
0.24793388,0.06666667,0.16867469,0.0076687117,0.03318584,0.10763889,0.24423963,0.072874494,0.33333334,0.13068181,0.4347826,0.0
0.2644628,0.053333335,0.15060242,0.2101227,0.07079646,0.090277776,0.32949308,0.20994794,0.14728682,0.13636364,0.17391305,0.0
0.21487603,0.12,0.2951807,0.08895706,0.055309735,0.125,0.35714287,0.15982263,0.5116279,0.17613636,0.24637681,0.0
0.3553719,0.17333333,0.16867469,0.10582822,0.061946902,0.23958333,0.516129,0.16329284,0.3255814,0.1875,0.26086956,0.0
0.20661157,0.093333334,0.18072289,0.021472393,0.084070794,0.07638889,0.2626728,0.095045306,0.4031008,0.14204545,0.3478261,0.0
0.36363637,0.093333334,0.21686748,0.09509202,0.048672568,0.038194444,0.19354838,0.14054367,0.2248062,0.09090909,0.36231884,0.0
0.3140496,0.13333334,0.23493975,0.01993865,0.088495575,0.07638889,0.25345623,0.13475998,0.4108527,0.10227273,0.3478261,0.0
0.76033056,0.26,0.2951807,0.056748465,0.16150442,0.017361112,0.09447005,0.28899172,0.4496124,0.26136363,0.68115944,0.0
0.40495867,0.29333332,0.05421687,0.029141104,0.17477876,0.065972224,0.09907834,0.20223635,0.48062015,0.36363637,0.3768116,0.0
0.14049587,0.026666667,0.19879518,0.006134969,0.057522126,0.07638889,0.28801844,0.08733372,0.4108527,0.13068181,0.26086956,1.0
0.3305785,0.12,0.2951807,0.03834356,0.07300885,0.06944445,0.25345623,0.11548101,0.34108528,0.07386363,0.33333334,1.0
0.25619835,0.50666666,0.12650603,0.053680982,0.13716814,0.052083332,0.1359447,0.21804512,0.627907,0.2840909,0.17874396,0.0
0.27272728,0.18666667,0.16867469,0.027607363,0.053097345,0.11805555,0.25115207,0.043377675,0.36434108,0.125,0.79710144,0.0
0.28099173,0.23333333,0.14457831,0.09355828,0.10176991,0.13541667,0.36175114,0.15211105,0.37209302,0.10795455,0.2753623,1.0
0.24793388,0.12666667,0.16867469,0.11042945,0.057522126,0.08680555,0.19124424,0.08463466,0.4031008,0.06818182,0.65217394,0.0
0.446281,0.23333333,0.31325302,0.02607362,0.15707965,0.045138888,0.039170507,0.20223635,0.4883721,0.2215909,0.47826087,0.0
0.24793388,0.23333333,0.18072289,0.04447853,0.046460178,0.090277776,0.297235,0.06728359,0.21705426,0.08522727,0.5797101,0.0
0.3140496,0.22,0.19879518,0.029141104,0.1460177,0.017361112,0.039170507,0.16560632,0.4496124,0.20454545,0.46376812,1.0
0.23966943,0.12,0.15662651,0.05214724,0.14823009,0.119791664,0.48387095,0.16367842,0.45736435,0.26136363,0.2173913,1.0
0.25619835,0.06666667,0.21686748,0.010736196,0.053097345,0.13541667,0.25576037,0.1212647,0.42635658,0.41477272,0.2173913,0.0
0.19008264,0.21333334,0.10843374,0.12883435,0.086283185,0.09548611,0.5829493,0.1791016,0.36434108,0.1590909,0.11594203,1.0
0.78512394,0.14,0.45180723,0.03374233,0.15929204,0.07638889,0.085253455,0.22151533,0.24806201,0.26136363,0.49275362,0.0
0.338843,0.17333333,0.25301206,0.021472393,0.16371681,0.024305556,0.029953917,0.16097938,0.4883721,0.2159091,0.49275362,0.0
0.2231405,0.10666667,0.23493975,0.25613496,0.088495575,0.072916664,0.2764977,0.22691344,0.30232558,0.14204545,0.17391305,0.0
0.14876033,0.27333334,0.078313254,0.05981595,0.059734512,0.055555556,0.25345623,0.06921149,0.5426357,0.38636363,0.82608694,0.0
0.338843,0.12,0.19879518,0.148773,0.059734512,0.25,0.47465438,0.18874109,0.1627907,0.1534091,0.2173913,0.0
0.24793388,0.49,0.0,0.009202454,0.5641593,0.052083332,0.05299539,0.14652015,0.4651163,0.16477273,0.26086956,1.0
0.3140496,0.093333334,0.16867469,0.17484662,0.097345136,0.2326389,0.3156682,0.21573164,0.20930232,0.045454547,0.17391305,0.0
0.3305785,0.033333335,0.18072289,0.018404908,0.061946902,0.14583333,0.3986175,0.16175053,0.5503876,0.10795455,0.14492753,1.0
0.28099173,0.21333334,0.22891566,0.024539877,0.03982301,0.13541667,0.23732719,0.07017544,0.42635658,0.13636364,0.6666667,0.0
0.5123967,0.27333334,0.12048193,0.1595092,0.13053097,0.041666668,0.10138249,0.27742434,0.34108528,0.26704547,0.17391305,0.0
0.27272728,0.17333333,0.18674698,0.07055215,0.044247787,0.121527776,0.30875576,0.0877193,0.4883721,0.14204545,0.6231884,0.0
0.32231405,0.1,0.22289157,0.018404908,0.07522124,0.07638889,0.124423966,0.19259688,0.53488374,0.2784091,0.5942029,0.0
0.24793388,0.14,0.20481928,0.04447853,0.092920355,0.08680555,0.421659,0.14999036,0.5426357,0.20454545,0.3478261,1.0
0.24793388,0.15333334,0.19277108,0.107361965,0.088495575,0.11805555,0.3156682,0.16946211,0.3255814,0.09090909,0.14492753,1.0
0.27272728,0.08,0.21686748,0.16871166,0.06637168,0.15277778,0.2718894,0.19066899,0.15503876,0.21022727,0.2173913,0.0
0.1983471,0.08,0.15060242,0.2208589,0.095132746,0.024305556,0.2626728,0.2035859,0.36434108,0.17613636,0.23188406,0.0
0.18181819,0.07333333,0.1746988,0.009202454,0.07522124,0.097222224,0.19815668,0.06207827,0.3875969,0.17613636,0.47826087,0.0
0.56198347,0.24,0.40963855,0.053680982,0.22566372,0.017361112,0.041474655,0.19066899,0.2635659,0.25,0.7826087,0.0
0.29752067,0.06666667,0.18072289,0.12576687,0.11504425,0.08680555,0.22350231,0.17331791,0.17054264,0.19318181,0.1884058,1.0
0.21487603,0.14666666,0.22891566,0.11042945,0.07522124,0.11805555,0.42857143,0.16175053,0.29457363,0.08522727,0.14492753,1.0
0.16528925,0.35333332,0.06626506,0.018404908,0.119469024,0.059027776,0.050691243,0.14883362,0.64341086,0.25,0.42028984,0.0
0.17355372,0.11333334,0.1626506,0.013803681,0.03761062,0.125,0.17281106,0.04029304,0.37209302,0.13636364,0.6086956,0.0
0.19008264,0.33333334,0.13855422,0.029141104,0.07079646,0.052083332,0.14746544,0.123578176,0.5736434,0.24431819,0.65217394,0.0
0.18181819,0.11333334,0.16867469,0.108895704,0.090707965,0.125,0.29032257,0.14999036,0.2635659,0.1590909,0.20289855,0.0
0.17355372,0.14,0.15060242,0.19631901,0.121681415,0.24652778,0.3548387,0.19471756,0.4728682,0.18181819,0.33333334,0.0
0.25619835,0.046666667,0.16867469,0.058282208,0.03761062,0.045138888,0.2327189,0.12261423,0.4031008,0.13636364,0.3478261,0.0
0.23140496,0.12666667,0.2951807,0.11042945,0.081858404,0.21180555,0.48617512,0.16946211,0.3488372,0.13068181,0.20289855,0.0
0.38016528,0.06666667,0.25301206,0.0690184,0.053097345,0.020833334,0.16359447,0.13090418,0.34108528,0.17045455,0.5362319,1.0
0.338843,0.06666667,0.2951807,0.07055215,0.086283185,0.121527776,0.34792626,0.15789473,0.35658914,0.14772727,0.3768116,0.0
0.1983471,0.10666667,0.21084337,0.009202454,0.057522126,0.072916664,0.37096775,0.07885098,0.29457363,0.14772727,0.3768116,0.0
0.23140496,0.046666667,0.19277108,0.082822084,0.046460178,0.2013889,0.281106,0.092731826,0.36434108,0.2784091,0.5942029,0.0
0.78512394,0.17333333,0.31325302,0.0398773,0.18141593,0.055555556,0.108294934,0.27549642,0.25581396,0.33522728,0.2173913,0.0
0.17355372,0.06,0.18072289,0.012269938,0.06637168,0.083333336,0.26036867,0.11548101,0.74418604,0.2840909,0.36231884,0.0
0.32231405,0.6166667,0.090361446,0.023006136,0.19911504,0.034722224,0.059907835,0.17216118,0.39534885,0.14772727,0.28985506,1.0
0.23140496,0.11333334,0.30722892,0.11349693,0.07743363,0.20833333,0.421659,0.17216118,0.3875969,0.1534091,0.17391305,1.0
0.1983471,0.046666667,0.1626506,0.1595092,0.050884955,0.15625,0.25345623,0.1717756,0.31007752,0.09090909,0.1594203,0.0
0.27272728,0.12,0.19277108,0.21242331,0.13716814,0.097222224,0.2327189,0.20994794,0.18604651,0.11363637,0.17391305,0.0
0.30578512,0.38,0.10843374,0.09815951,0.16814159,0.090277776,0.20276497,0.23211876,0.5116279,0.3125,0.20289855,1.0
0.23140496,0.14,0.26506025,0.12883435,0.090707965,0.21180555,0.39631337,0.18777713,0.23255815,0.13068181,0.13043478,1.0
0.43801653,0.45333335,0.40963855,0.016871165,0.8893805,0.059027776,0.13364056,0.18141508,0.13953489,0.6306818,0.1594203,0.0
0.2892562,0.11333334,0.25301206,0.20858896,0.06415929,0.19444445,0.40552995,0.24079429,0.44186047,0.30113637,0.1594203,0.0
0.3140496,0.20666666,0.18674698,0.02607362,0.15486726,0.07638889,0.14976959,0.21380374,0.62015504,0.24431819,0.24637681,1.0
0.21487603,0.14666666,0.21686748,0.021472393,0.088495575,0.059027776,0.31105992,0.108347796,0.5116279,0.17613636,0.36231884,0.0
0.24793388,0.04,0.21084337,0.013803681,0.07743363,0.13541667,0.25576037,0.07711586,0.27131784,0.2840909,0.44927537,0.0
0.27272728,0.34666666,0.0,0.018404908,0.13716814,0.052083332,0.06451613,0.19452478,0.5813953,0.27272728,0.2753623,0.0
0.2892562,0.093333334,0.18674698,0.02607362,0.013274336,0.15277778,0.17050691,0.043377675,0.2635659,0.06818182,0.71014494,0.0
0.2644628,0.1,0.25301206,0.0690184,0.06637168,0.125,0.31797236,0.15558127,0.60465115,0.21022727,0.3188406,0.0
0.19008264,0.41666666,0.060240965,0.03374233,0.15265487,0.041666668,0.050691243,0.1773665,0.68217057,0.25,0.3188406,1.0
0.338843,0.053333335,0.38554215,0.25153375,0.084070794,0.2361111,0.47004607,0.25621748,0.33333334,0.16477273,0.1884058,0.0
0.16528925,0.12,0.18072289,0.030674847,0.048672568,0.25694445,0.28341013,0.059572008,0.37209302,0.09090909,0.5072464,1.0
0.28099173,0.17333333,0.26506025,0.055214725,0.07743363,0.1736111,0.31797236,0.07499518,0.2248062,0.3068182,0.6231884,0.0
0.2231405,0.14,0.31325302,0.11196319,0.081858404,0.11805555,0.42857143,0.16194332,0.34108528,0.16477273,0.2173913,0.0
0.30578512,0.12,0.18072289,0.061349694,0.03318584,0.097222224,0.19815668,0.07210334,0.33333334,0.09090909,0.5797101,0.0
0.3305785,0.14666666,0.1746988,0.24923313,0.092920355,0.07638889,0.297235,0.24465008,0.34108528,0.09090909,0.14492753,0.0
0.338843,0.07333333,0.15662651,0.023006136,0.059734512,0.024305556,0.3156682,0.13668787,0.25581396,0.29545453,0.26086956,1.0
0.23966943,0.06666667,0.18072289,0.08895706,0.07964602,0.13541667,0.5645161,0.16367842,0.44186047,0.17045455,0.28985506,1.0
0.3305785,0.27333334,0.2951807,0.09815951,0.06858407,0.097222224,0.32949308,0.15596683,0.37984496,0.0625,0.28985506,1.0
0.2231405,0.1,0.23493975,0.01993865,0.053097345,0.1388889,0.21198156,0.055716213,0.36434108,0.11931818,0.5652174,0.0
0.29752067,0.07333333,0.18072289,0.18711656,0.090707965,0.16493055,0.5138249,0.22151533,0.3255814,0.1534091,0.1594203,0.0
0.11570248,0.05,0.19879518,0.015337423,0.03539823,0.041666668,0.122119814,0.050896473,0.4496124,0.35227272,0.5652174,0.0
