AT,EV,AP,RH,target
0.3594074,0.3113879,0.48156396,0.84062237,1.0
0.6859259,0.80266905,0.36723584,0.6682086,0.0
0.8145185,0.7950178,0.44691908,0.4544435,0.0
0.8651852,0.8683274,0.4454343,0.38842165,0.0
0.33777776,0.26103202,0.6243504,0.7593216,1.0
0.38192594,0.41352314,0.34694383,0.796748,1.0
0.7051852,0.39270464,0.38926008,0.36024672,0.0
0.5265185,0.4900356,0.6080178,0.5022428,1.0
0.16888888,0.29003558,0.5694135,0.6938604,1.0
0.59466666,0.605516,0.5614947,0.81833476,0.0
0.39703703,0.32384342,0.4956694,0.38968322,1.0
0.78903705,0.88202846,0.51942587,0.32506308,0.0
0.31466666,0.28932384,0.46968573,0.7255397,1.0
0.64444447,0.30800712,0.37416482,0.53195965,0.0
0.7037037,0.8774021,0.58723086,0.662882,0.0
0.61362964,0.6923488,0.5308092,0.75637794,0.0
0.37066665,0.27437723,0.7819847,0.6312027,1.0
0.48296297,0.32153025,0.3900025,0.6236333,0.0
0.69659257,0.8288256,0.42192528,0.47827306,0.0
0.64977777,0.68576515,0.5404603,0.74418277,0.0
0.66044444,0.62153023,0.3788666,0.4625736,0.0
0.48948148,0.43202847,0.803514,0.47322682,1.0
0.12651852,0.18558718,0.4501361,0.86599386,1.0
0.4494815,0.6713523,0.6817619,0.9303336,0.0
0.33748147,0.34768683,0.73100716,0.82520324,1.0
0.24622223,0.2597865,0.8188567,0.9786936,1.0
0.4797037,0.3263345,0.55704033,0.45514438,1.0
0.88562965,0.77882564,0.18312299,0.24474348,0.0
0.4077037,0.23879004,0.51026976,0.9331371,1.0
0.6077037,0.7850534,0.45063102,0.6875526,0.0
0.44207406,0.5912811,0.54763675,0.8522568,1.0
0.8417778,0.8,0.4637466,0.5208859,0.0
0.36503702,0.3263345,0.57040334,0.73002523,1.0
0.6891852,0.6211744,0.62459785,0.5820017,0.0
0.7374815,0.42099643,0.3659985,0.5489207,0.0
0.6631111,0.5976868,0.61593664,0.42010093,0.0
0.5185185,0.7535587,0.30734965,0.6776002,0.0
0.5448889,0.61814946,0.43974262,0.77698344,0.0
0.47348148,0.26263344,0.49121505,0.7039529,1.0
0.7179259,0.48896798,0.31650582,0.5098122,0.0
0.36948147,0.31423488,0.4969067,0.28917858,1.0
0.23762962,0.28131673,0.65454096,0.60947573,1.0
0.6554074,0.6884342,0.49987626,0.8019344,0.0
0.5845926,0.5895018,0.44444445,0.7021306,0.0
0.58933336,0.63007116,0.6231131,0.8317914,0.0
0.55792594,0.6494662,0.49294728,0.9974769,0.0
0.22518519,0.28790036,0.6580054,0.7482478,1.0
0.7813333,0.84822065,0.5268498,0.5454163,0.0
0.73303705,0.78451955,0.51942587,0.372582,0.0
0.8145185,0.85960853,0.31551597,0.5116344,0.0
0.21748148,0.26245552,0.7654046,0.6530698,1.0
0.20148148,0.27900356,0.78990346,0.9362209,1.0
0.5940741,0.6955516,0.56768125,0.48430052,1.0
0.464,0.5836299,0.58079684,0.7492291,1.0
0.2562963,0.21601424,0.50061864,0.6718531,1.0
0.50192595,0.34768683,0.3736699,0.65811604,0.0
0.6814815,0.633274,0.5402128,0.3630502,0.0
0.5934815,0.59982204,0.39470428,0.94883657,0.0
0.22133334,0.28505337,0.7193764,0.6084945,1.0
0.6148148,0.41921708,0.44073248,0.31987664,0.0
0.093333334,0.36494663,0.35708982,0.98079616,1.0
0.3525926,0.32117438,0.55827767,0.5670031,1.0
0.3585185,0.24893239,0.53947043,0.6546117,1.0
0.642963,0.56868327,0.48651323,0.34749088,0.0
0.6293333,0.77064055,0.34149963,0.6675077,0.0
0.5605926,0.61405694,0.64810693,0.7242781,0.0
0.39585185,0.51494664,0.6060381,0.6069526,1.0
0.14992593,0.26174378,0.6191537,0.4041211,1.0
0.893037,0.7439502,0.3518931,0.4593496,0.0
0.7185185,0.42099643,0.36377135,0.63456684,0.0
0.14755556,0.24928826,0.66567683,0.6108775,1.0
0.78044444,0.8288256,0.34248948,0.55228484,0.0
0.5451852,0.79323846,0.40682998,0.7730586,0.0
0.66014814,0.6864769,0.61123484,0.31132606,0.0
0.24444444,0.25355873,0.6924029,0.63358563,1.0
0.6474074,0.8375445,0.37391734,0.85057473,0.0
0.42488888,0.33540925,0.68968076,0.7933838,1.0
0.496,0.28007117,0.22593418,0.5095318,1.0
0.58725923,0.44128114,0.31700075,0.7853939,0.0
0.72474074,0.8295374,0.31749567,0.80375665,0.0
0.5908148,0.6211744,0.63499135,0.82702553,0.0
0.5688889,0.45960855,0.38480574,0.7384357,0.0
0.344,0.29145908,0.69463,0.46243343,1.0
0.15377778,0.23380783,0.5246226,0.7360527,1.0
0.7688889,0.8891459,0.26726058,0.7122232,0.0
0.42992592,0.3227758,0.7030438,0.61382115,1.0
0.5641481,0.56103206,0.5013611,0.552425,0.0
0.40414816,0.37846977,0.48775056,0.79422486,1.0
0.712,0.755694,0.40509775,0.43089432,0.0
0.50251853,0.47544485,0.27542686,0.99593496,0.0
0.30903703,0.3480427,0.7634249,0.8326325,1.0
0.35585186,0.26405695,0.5023509,0.8592655,1.0
0.24237037,0.29288256,0.9960406,0.55438745,1.0
0.6074074,0.64217085,0.40485027,0.9777124,0.0
0.12592593,0.28131673,0.66270727,0.7834315,1.0
0.52562964,0.24964413,0.5112596,0.40664423,1.0
0.35466668,0.27348754,0.610245,0.917718,1.0
0.48562962,0.2539146,0.3083395,0.7042332,1.0
0.62666667,0.769573,0.45186836,0.670171,0.0
0.8293333,0.78256226,0.4075724,0.5036445,0.0
0.122666664,0.25124556,0.3036377,0.4876647,1.0
0.18755555,0.2597865,0.7552586,0.84174377,1.0
0.36444443,0.35088968,0.7517941,0.7626857,1.0
0.7271111,0.7850534,0.38505322,0.5839641,0.0
0.40325925,0.25729537,0.494927,0.76717126,1.0
0.7045926,0.85658365,0.4528582,0.7388562,0.0
0.6482963,0.85960853,0.3538728,0.8118867,0.0
0.6011852,0.8809609,0.40856224,0.7985702,0.0
0.42903703,0.45409253,0.51719874,0.9859826,1.0
0.7282963,0.81654805,0.17099728,0.8453883,0.0
0.08948148,0.23274021,0.555803,0.6185871,1.0
0.4791111,0.56032026,0.47983173,0.78090835,0.0
0.48355556,0.61814946,0.41524374,0.7841323,1.0
0.14696296,0.22811387,0.6164316,0.7333894,1.0
0.5931852,0.6852313,0.64439493,0.4802355,0.0
0.36177778,0.31992882,0.5733729,0.7988506,1.0
0.7517037,0.8131673,0.37787676,0.8061396,0.0
0.26903704,0.3352313,0.62880474,0.8061396,1.0
0.123555556,0.2411032,0.5842613,0.8833754,1.0
0.22577778,0.3261566,0.6035635,0.88295484,1.0
0.69659257,0.6229537,0.32912645,0.6326044,0.0
0.7635555,0.7316726,0.29522395,0.3142697,0.0
0.15674074,0.29145908,0.72655284,0.87272215,1.0
0.24948148,0.30177936,0.60975003,0.8567424,1.0
0.34370372,0.51494664,0.5837664,0.70745724,1.0
0.8571852,0.95533806,0.31898046,0.6220914,0.0
0.61274076,0.5934164,0.41722345,0.6675077,0.0
0.77511114,0.7261566,0.4434546,0.48948696,0.0
0.59496295,0.88202846,0.57461023,0.6878329,0.0
0.336,0.2807829,0.837169,0.72189516,1.0
0.44088888,0.5064057,0.55679286,0.48794505,1.0
0.23318519,0.227758,0.56050485,0.712924,1.0
0.42074075,0.43202847,0.8280129,0.68601066,1.0
0.4651852,0.5960854,0.5911903,0.76843286,0.0
0.6334815,0.43523133,0.53699577,0.584665,0.0
0.75229627,0.8375445,0.3429844,0.7269414,0.0
0.2894815,0.2549822,0.3038852,0.8093636,1.0
0.49955556,0.39982206,0.30264786,0.7591814,1.0
0.7694815,0.77064055,0.31427863,0.42556772,0.0
0.55703706,0.416726,0.6906706,0.7883375,0.0
0.88474077,0.79234874,0.51942587,0.14746286,0.0
0.6634074,0.77064055,0.34224203,0.6906364,0.0
0.79407406,0.80071175,0.34793368,0.6202691,0.0
0.936,0.7939502,0.50482553,0.26590973,0.0
0.4974815,0.56032026,0.4813165,0.72091395,0.0
0.68237036,0.825089,0.41945064,0.7513316,0.0
0.728,0.3475089,0.4021282,0.3221194,0.0
0.5911111,0.40160143,0.30809206,0.80557895,0.0
0.56681484,0.3455516,0.37738183,0.09657976,1.0
0.8248889,0.81654805,0.20242514,0.63302493,0.0
0.49125925,0.47544485,0.3375402,0.999159,0.0
0.70103705,0.56103206,0.49814403,0.4821979,0.0
0.85451853,0.8295374,0.2976986,0.48472106,0.0
0.31525925,0.32580072,0.51274437,0.87650687,1.0
0.2568889,0.26441282,0.2949765,0.88800114,1.0
0.30607408,0.26530248,0.36327642,0.6225119,1.0
0.8284444,0.7421708,0.3199703,0.27432016,0.0
0.514963,0.6752669,0.59366494,0.5294365,0.0
0.19555555,0.27241993,0.67013115,0.56616205,1.0
0.81244445,0.89395016,0.6144519,0.3287076,0.0
0.19111112,0.25017795,0.8166295,0.58480513,1.0
0.49066666,0.59786475,0.559515,0.5463975,1.0
0.64592594,0.42348754,0.23509033,0.51612,0.0
0.77066666,0.96761566,0.3830735,0.5698066,0.0
0.47051853,0.71352315,0.51546645,0.53924865,0.0
0.46696296,0.3263345,0.5602574,0.5384076,1.0
0.25185186,0.25729537,0.49443206,0.83964115,1.0
0.64977777,0.8375445,0.3736699,0.87678725,0.0
0.8794074,0.77882564,0.40682998,0.3516961,0.0
0.22814815,0.2316726,0.73942095,0.6309223,1.0
0.81807405,0.8177936,0.2318733,0.53714603,0.0
0.49866667,0.32793593,0.5721356,0.31342864,1.0
0.75644445,0.8117438,0.39420936,0.5972806,0.0
0.22074074,0.34377223,0.75055677,0.8779086,1.0
0.21481481,0.2608541,0.9470428,0.74614525,1.0
0.41007408,0.51494664,0.62138087,0.57261,1.0
0.41303703,0.3930605,0.41994557,0.8111859,0.0
0.44562963,0.30035588,0.6072754,0.5214466,1.0
0.49866667,0.7535587,0.27097252,0.85253716,0.0
0.30103704,0.27900356,0.8297451,0.58788896,1.0
0.3837037,0.32793593,0.57609504,0.65755534,1.0
0.53303707,0.4900356,0.61519426,0.53069806,1.0
0.7111111,0.7322064,0.58500373,0.4679002,0.0
0.83674073,0.78256226,0.3803514,0.4582282,0.0
0.67703706,0.7318505,0.44394952,0.57821697,0.0
0.5407407,0.65373665,0.6760703,0.60835433,0.0
0.2477037,0.26227757,0.52363276,0.8843566,1.0
0.23437037,0.25444838,0.6290522,0.66246146,1.0
0.74192595,0.7914591,0.24622618,0.7359125,0.0
0.5179259,0.44128114,0.43553576,0.9667788,0.0
0.50251853,0.42758006,0.6971047,0.75890106,1.0
0.3431111,0.34199288,0.5842613,0.7071769,1.0
0.34162962,0.29234874,0.46003464,0.8109055,1.0
0.7816296,0.8293594,0.39495173,0.78301096,0.0
0.35288888,0.43540925,0.34620145,0.85057473,1.0
0.7813333,0.9284698,0.4726553,0.643538,0.0
0.29303703,0.32117438,0.57386786,0.4690216,1.0
0.21866667,0.27153024,0.61593664,0.562097,1.0
0.9362963,0.93576515,0.43083397,0.43327725,0.0
0.5514074,0.63007116,0.6127196,0.81665266,0.0
0.38933334,0.30925268,0.8604306,0.53125876,1.0
0.3431111,0.43540925,0.35263547,0.8700589,1.0
0.6616296,0.66370106,0.3573373,0.62321275,0.0
0.4162963,0.32580072,0.4508785,0.7489487,1.0
0.94192594,0.8713523,0.4805741,0.09601907,0.0
0.48651853,0.633274,0.5902004,0.7014298,1.0
0.9451852,0.7939502,0.49987626,0.19358005,0.0
0.54785186,0.5880783,0.52363276,0.80698067,0.0
0.43170372,0.3608541,0.68250436,0.84763104,1.0
0.62814814,0.7327402,0.41994557,0.5007009,0.0
0.32059258,0.40355873,0.4976491,0.9997197,1.0
0.4634074,0.30106762,0.36500865,0.56602186,1.0
0.21392593,0.20960854,0.49245235,0.6652649,1.0
0.6758519,0.8375445,0.37317497,0.77866554,0.0
0.3917037,0.27224198,0.586241,0.7747407,1.0
0.7831111,0.7101424,0.50829005,0.2793664,0.0
0.522963,0.61761564,0.54244,0.52985704,0.0
0.8877037,0.902669,0.35906953,0.62447435,0.0
0.50755554,0.4153025,0.38629052,0.92542756,0.0
0.81688887,0.88149464,0.25637218,0.608074,0.0
0.60474074,0.7240214,0.5756001,0.7256798,0.0
0.56681484,0.3475089,0.41450137,0.64942527,0.0
0.4231111,0.71352315,0.518436,0.7949257,1.0
0.672,0.61405694,0.6312794,0.43650126,0.0
0.30874074,0.2886121,0.6401881,0.8249229,1.0
0.85125923,0.797331,0.16159366,0.49775723,0.0
0.6494815,0.6345196,0.4162336,0.6993272,0.0
0.6263704,0.75498223,0.42068794,0.8814129,0.0
0.75259256,0.74893236,0.5181886,0.20255116,0.0
0.66933334,0.28007117,0.22890374,0.13933277,0.0
0.7025185,0.7439502,0.3573373,0.78931874,0.0
0.45837036,0.3480427,0.77951,0.66260165,1.0
0.12,0.27153024,0.5973769,0.7884777,1.0
0.6145185,0.7914591,0.33853006,0.6655453,0.0
0.5434074,0.5912811,0.5256125,0.88519764,0.0
0.4157037,0.43291816,0.5506063,0.86347073,1.0
0.5908148,0.3510676,0.5261074,0.22469863,0.0
0.29007408,0.2597865,0.46424153,0.7286235,1.0
0.8651852,0.75320286,0.30116308,0.24320157,0.0
0.64237034,0.3930605,0.38530067,0.5238295,0.0
0.78548145,0.8234875,0.2929968,0.61536306,0.0
0.7928889,0.78256226,0.3734224,0.5149986,0.0
0.81303704,0.7466192,0.51942587,0.13680965,0.0
0.8284444,0.7850534,0.4184608,0.3334735,0.0
0.6263704,0.36032027,0.5137342,0.6323241,1.0
0.35703704,0.1841637,0.55233854,0.48149705,1.0
0.34044445,0.22313167,0.1118535,0.8788898,1.0
0.70014817,0.7064057,0.5179411,0.37720773,0.0
0.50814813,0.44128114,0.4412274,0.999159,0.0
0.32,0.3177936,0.5077951,0.7026913,1.0
0.35466668,0.2578292,0.4902252,0.60527056,1.0
0.19762963,0.19252668,0.5053205,0.64956546,1.0
0.34666666,0.32117438,0.57040334,0.65054667,1.0
0.58962965,0.64217085,0.447414,0.8804317,0.0
0.19407408,0.26441282,0.4630042,0.8462293,1.0
0.6388148,0.71352315,0.57807475,0.27796468,0.0
0.5594074,0.45231315,0.39148724,0.88505745,0.0
0.5413333,0.51708186,0.46770602,0.8486123,1.0
0.60888886,0.463879,0.3608018,0.8202972,0.0
0.5057778,0.7220641,0.43405098,0.79520607,0.0
0.3771852,0.31370106,0.4053452,0.8700589,1.0
0.864,0.869395,0.3721851,0.2933838,0.0
0.3845926,0.33274022,0.6344964,0.6445192,1.0
0.14518519,0.24928826,0.6778025,0.5934959,1.0
0.6625185,0.6064057,0.48923534,0.69694424,0.0
0.5795556,1.0,0.33853006,0.7394169,0.0
0.6897778,0.71352315,0.55431825,0.15867676,0.0
0.36325926,0.31370106,0.36327642,0.9425287,1.0
0.8625185,0.6087189,0.44493937,0.47126436,0.0
0.7579259,0.7396797,0.6005939,0.3495935,0.0
0.33866668,0.51494664,0.59787184,0.74544436,1.0
0.7641482,0.77740216,0.27171493,0.18502943,0.0
0.6477037,0.8341637,0.4536006,0.8640314,0.0
0.6998519,0.797331,0.18732987,0.82744604,0.0
0.32474074,0.28718862,0.5256125,0.81286794,1.0
0.67733335,0.77900356,0.33061123,0.83683765,0.0
0.722963,0.70747334,0.5733729,0.21726942,0.0
0.21481481,0.2480427,0.664192,0.7768433,1.0
0.31111112,0.3322064,0.36847314,0.9196804,1.0
0.6331852,0.8475089,0.39891115,0.8589851,0.0
0.5964444,0.66120994,0.5716407,0.6412952,0.0
0.7674074,0.7855872,0.41474882,0.41449398,0.0
0.37777779,0.29181495,0.7654046,0.79268295,1.0
0.56325924,0.68345195,0.5293244,0.8068405,0.0
0.6758519,0.7642349,0.4345459,0.64998597,0.0
0.50637037,0.61761564,0.57238305,0.5967199,0.0
0.22903703,0.28131673,0.66567683,0.51583964,1.0
0.3588148,0.24964413,0.49616432,0.7248388,1.0
0.3982222,0.2455516,0.57634246,0.70899916,1.0
0.095703706,0.2718861,0.7042811,0.90860665,1.0
0.85244447,0.7950178,0.4333086,0.27123633,0.0
0.25303704,0.26530248,0.30190548,0.89164567,1.0
0.67822224,0.34181494,0.37985647,0.40384075,0.0
0.3448889,0.36494663,0.39198217,0.81651247,1.0
0.6939259,0.6313167,0.6161841,0.3870199,0.0
0.9300741,0.8633452,0.31625834,0.2757219,0.0
0.6651852,0.6345196,0.41796586,0.67101204,0.0
0.21866667,0.27846974,0.72383076,0.98359966,1.0
0.5591111,0.29679716,0.42835933,0.48528174,1.0
0.352,0.34679714,0.5939124,0.7157275,1.0
0.6207407,0.42099643,0.36154416,0.83753854,0.0
0.5819259,0.3510676,0.5181886,0.3287076,0.0
0.7866667,0.7921708,0.36773077,0.7760022,0.0
0.5380741,0.6010676,0.5731255,0.585506,0.0
0.8322963,0.70160145,0.59415984,0.27235773,0.0
0.1517037,0.2807829,0.84855235,0.78301096,1.0
0.30607408,0.3494662,0.7673843,0.8465097,1.0
0.09066667,0.31120998,0.48997772,0.92388564,1.0
0.38874075,0.2455516,0.3553576,0.6103168,1.0
0.3125926,0.27046263,0.7230883,0.6192879,1.0
0.63614815,0.41921708,0.4291017,0.17858145,0.0
0.58637035,0.66120994,0.60232615,0.5475189,0.0
0.88237035,0.59679717,0.25983667,0.2633866,0.0
0.37244445,0.3510676,0.49641177,0.80305576,1.0
0.25333333,0.28647688,0.60975003,0.88631904,1.0
0.1362963,0.27491105,0.83345705,0.9069246,1.0
0.25096297,0.28647688,0.63226926,0.79086065,1.0
0.39437038,0.41921708,0.46795347,0.6184469,1.0
0.23911111,0.22188613,0.31650582,0.9643958,1.0
0.7202963,0.6752669,0.52165306,0.31945613,0.0
0.5914074,0.30017793,0.49839148,0.54149145,1.0
0.40414816,0.3494662,0.7607028,0.5877488,1.0
0.6352593,0.8475089,0.40287057,0.855621,0.0
0.6388148,0.81103206,0.37416482,0.735492,0.0
0.4068148,0.24822064,0.41573867,0.5940566,1.0
0.7259259,0.93576515,0.4840386,0.6785814,0.0
0.37303704,0.28291816,0.7057659,0.62097,1.0
0.89155555,0.8551601,0.44370204,0.4453322,0.0
0.12562963,0.23701067,0.6080178,0.5231287,1.0
0.72355556,0.80711746,0.41672853,0.62559575,0.0
0.6888889,0.6588968,0.37614453,0.75343424,0.0
0.56,0.5948399,0.60851276,0.8110457,0.0
0.87614816,0.8350534,0.39198217,0.62321275,0.0
0.20177777,0.30480427,0.40014848,0.81469023,1.0
0.51525927,0.5934164,0.4184608,0.78231007,0.0
0.8343704,0.77900356,0.37193763,0.5316793,0.0
0.47792593,0.21067616,0.4887404,0.5508831,1.0
0.49392593,0.3758007,0.36228657,0.75357443,1.0
0.42577776,0.45409253,0.52388024,0.999159,1.0
0.41362962,0.5836299,0.57411534,0.75343424,0.0
0.17866667,0.28523132,0.62657756,0.88463694,1.0
0.7312593,0.9530249,0.44370204,0.7654892,0.0
0.31348148,0.43540925,0.3640188,0.8917858,1.0
0.37155557,0.37046263,0.58747834,0.82632464,1.0
0.5973333,0.78060496,0.47908932,0.8079619,0.0
0.36325926,0.37046263,0.61568916,0.82730585,1.0
0.9487407,0.75693953,0.32293987,0.01471825,0.0
0.6939259,0.5953737,0.44568175,0.5839641,0.0
0.79437035,0.6010676,0.58079684,0.3404822,0.0
0.65037036,0.8,0.4761198,0.7012896,0.0
0.7051852,0.75320286,0.4041079,0.5599944,0.0
0.23792593,0.26441282,0.41103688,0.79296327,1.0
0.44474074,0.3930605,0.42811185,0.83641714,0.0
0.3220741,0.28113878,0.6731007,0.7640875,1.0
0.5792593,0.5976868,0.6300421,0.7017101,0.0
0.42014813,0.3227758,0.7040337,0.6225119,1.0
0.78903705,0.7914591,0.25637218,0.55270535,0.0
0.3117037,0.35854092,0.5840139,0.70633584,1.0
0.68296295,0.33256227,0.31675327,0.53041774,0.0
0.67703706,0.5960854,0.518931,0.3865994,0.0
0.8071111,0.7891459,0.39940608,0.496776,0.0
0.46696296,0.37099645,0.5246226,0.72890383,0.0
0.30755556,0.27935943,0.7042811,0.6471825,1.0
0.5819259,0.6313167,0.61791635,0.75679845,0.0
0.9546667,0.85765123,0.33655035,0.31202692,0.0
0.9525926,0.77544487,0.34743875,0.26044294,0.0
0.8251852,0.6024911,0.5038357,0.45402297,0.0
0.376,0.29181495,0.76837415,0.77950656,1.0
0.30814815,0.29021353,0.49467954,0.79029995,1.0
0.4477037,0.34234875,0.60504824,0.41968042,1.0
0.46044445,0.39982206,0.34199455,0.7255397,0.0
0.31348148,0.34199288,0.58129174,0.7869358,1.0
0.8373333,0.7911032,0.43306112,0.4025792,0.0
0.6112593,0.6850534,0.6708735,0.50490606,0.0
0.61274076,0.5953737,0.41672853,0.79029995,0.0
0.36622223,0.31370106,0.3585746,0.7018503,1.0
0.7668148,0.7113879,0.5300668,0.24922904,0.0
0.24355556,0.29234874,0.6795348,0.5271937,1.0
0.509037,0.55676156,0.6822569,0.6777404,1.0
0.81303704,0.7939502,0.44172233,0.40103728,0.0
0.41007408,0.25320286,0.49269983,0.8245024,1.0
0.49688888,0.42508897,0.6688938,0.4405663,0.0
0.4145185,0.27224198,0.5756001,0.833053,1.0
0.67674077,0.48042706,0.54120266,0.53013736,1.0
0.25303704,0.20960854,0.50680524,0.5670031,1.0
0.1917037,0.27046263,0.75228906,0.70970005,1.0
0.55674076,0.6177936,0.61742145,0.66035885,1.0
0.2551111,0.24893239,0.55233854,0.85421926,1.0
0.30014816,0.27224198,0.58698344,0.9433698,1.0
0.5878518,0.56103206,0.5008661,0.5222876,0.0
0.18903704,0.29003558,0.5859936,0.6527895,1.0
0.36385185,0.28185055,0.583024,0.5391085,1.0
0.5472593,0.416726,0.60653305,0.7527334,0.0
0.7259259,0.68345195,0.5261074,0.5684048,0.0
0.24207407,0.27846974,0.61717397,0.97084385,1.0
0.46044445,0.3113879,0.5377382,0.63568825,1.0
0.8459259,0.7911032,0.423905,0.35618165,0.0
0.52977777,0.55676156,0.6921554,0.57765627,1.0
0.5908148,0.70747334,0.5602574,0.5213064,0.0
0.5908148,0.4405694,0.4075724,0.9195402,0.0
0.8752593,0.77064055,0.30611235,0.5332212,0.0
0.34725925,0.3113879,0.52239543,0.8665545,1.0
0.1517037,0.23701067,0.61172974,0.45514438,1.0
0.6631111,0.37099645,0.44295967,0.4657976,0.0
0.19081481,0.3163701,0.4555803,0.81707317,1.0
0.35585186,0.30177936,0.579807,0.73423046,1.0
0.6933333,0.7950178,0.41128433,0.6633025,0.0
0.6817778,0.5663701,0.369463,0.5978413,0.0
0.80237037,0.80711746,0.4075724,0.5820017,0.0
0.7048889,0.85960853,0.31898046,0.7851135,0.0
0.38607407,0.3261566,0.5795595,0.5587328,1.0
0.57096297,0.38380784,0.53452116,0.48388,0.0
0.50192595,0.28007117,0.22469686,0.43159518,1.0
0.67822224,0.5953737,0.40856224,0.66021866,0.0
0.29955557,0.27153024,0.5882207,0.37061957,1.0
0.24948148,0.29733098,0.6196486,0.8731427,1.0
0.24918519,0.22188613,0.32293987,0.9072049,1.0
0.64266664,0.60231316,0.62855726,0.47925428,0.0
0.65392596,0.75693953,0.32417718,0.5434539,0.0
0.69303703,0.60231316,0.6099975,0.37454444,0.0
0.512,0.7220641,0.4860183,0.73240817,0.0
0.928,0.87153023,0.16530561,0.27375945,0.0
0.26251853,0.3494662,0.7448651,0.8003925,1.0
0.6761482,0.6087189,0.4345459,0.79268295,0.0
0.77037036,0.69982207,0.339025,0.60190636,0.0
0.30192593,0.28718862,0.5028458,0.8121671,1.0
0.84533334,0.8846975,0.30759713,0.33865994,0.0
0.36355555,0.27348754,0.6095026,0.8786095,1.0
0.9205926,0.8350534,0.38629052,0.47560975,0.0
0.24622223,0.29217082,0.50829005,0.62601626,1.0
0.30814815,0.2718861,0.67854494,0.7713765,1.0
0.06459259,0.25871885,0.416976,0.9531819,1.0
0.9718518,0.84822065,0.51274437,0.11354079,0.0
0.2071111,0.28291816,0.37589705,0.9491169,1.0
0.11585185,0.2485765,0.4224202,0.93341744,1.0
0.66044444,0.48896798,0.33605543,0.26310626,0.0
0.3597037,0.23790036,0.27171493,0.7727783,1.0
0.7045926,0.6355872,0.5023509,0.6794225,0.0
0.12562963,0.2807829,0.861173,0.81469023,1.0
0.3454815,0.2807829,0.8215788,0.7590412,1.0
0.77925926,0.7261566,0.4360307,0.5095318,0.0
0.43792593,0.29234874,0.3410047,0.6320437,1.0
0.70192593,0.755694,0.40584013,0.45528457,0.0
0.24444444,0.25355873,0.6879485,0.5702271,1.0
0.21303704,0.28790036,0.6419203,0.712083,1.0
0.5324444,0.51708186,0.4664687,0.8484721,1.0
0.5964444,0.56032026,0.44840387,0.68559015,0.0
0.2968889,0.33540925,0.65528333,0.79198205,1.0
0.5733333,0.713879,0.596387,0.61648446,0.0
0.488,0.34430605,0.596387,0.06868517,1.0
0.7321482,0.92188615,0.39148724,0.8902439,0.0
0.67525923,0.57811385,0.4956694,0.5712083,0.0
0.65037036,0.869395,0.40361297,0.89949536,0.0
0.45155555,0.34733096,0.61370945,0.8323521,1.0
0.52977777,0.55676156,0.68992823,0.4768713,1.0
0.32118517,0.29483986,0.7468448,0.5079899,1.0
0.48918518,0.30106762,0.37045285,0.23563218,1.0
0.39022222,0.2530249,0.46745855,0.64844406,1.0
0.6954074,0.83683276,0.23236823,0.84973365,0.0
0.6385185,0.8508897,0.4719129,0.8458088,0.0
0.10933334,0.24341637,0.70700324,0.7022708,1.0
0.8373333,0.7950178,0.44419697,0.37748808,0.0
0.38666666,0.34430605,0.62880474,0.28945893,1.0
0.656,0.5948399,0.4345459,0.63821137,0.0
0.704,0.7327402,0.3051225,0.76633024,0.0
0.39762962,0.34768683,0.36773077,0.7363331,1.0
0.32948148,0.35854092,0.5538233,0.8194561,1.0
0.5973333,0.76085407,0.4860183,0.64914495,0.0
0.33362964,0.23327403,0.5511012,0.3987945,1.0
0.6068148,0.34964412,0.4828013,0.31917578,0.0
0.11140741,0.31120998,0.5112596,0.88772076,1.0
0.43851852,0.32758006,0.47908932,0.6787216,1.0
0.7872593,0.6884342,0.42811185,0.60316795,0.0
0.8047407,0.75693953,0.32912645,0.51864314,0.0
0.6477037,0.77064055,0.34199455,0.6785814,0.0
0.6468148,0.7950178,0.45038357,0.764508,0.0
0.4471111,0.23523131,0.5246226,0.57891786,1.0
0.50637037,0.5457295,0.68992823,0.60302776,1.0
0.39881483,0.56103206,0.50457805,0.81455004,1.0
0.8942222,0.50124556,0.29918337,0.34650967,0.0
0.79525924,0.76352316,0.34818113,0.33599663,0.0
0.50696295,0.34288257,0.67879236,0.26633024,0.0
0.72355556,0.6797153,0.5117545,0.51864314,0.0
0.71614814,0.633274,0.53476864,0.26913372,0.0
0.28592592,0.2480427,0.65924275,0.67353517,1.0
0.65185183,0.7322064,0.59564465,0.57961875,0.0
0.8056296,0.8891459,0.2155407,0.5974208,0.0
0.12503704,0.28131673,0.6661717,0.77642274,1.0
0.67466664,0.56121,0.3511507,0.55270535,0.0
0.62133336,0.8258007,0.30611235,0.8469302,0.0
0.4862222,0.58434165,0.5988617,0.74446315,0.0
0.4165926,0.28113878,0.3207127,0.69358003,1.0
0.55644447,0.6128114,0.5538233,0.688674,0.0
0.33422223,0.28932384,0.4684484,0.7615643,1.0
0.33481482,0.23790036,0.32170254,0.8439866,1.0
0.6862222,0.51316726,0.48973027,0.63694984,0.0
0.10074074,0.18558718,0.48379114,0.9186992,1.0
0.38014814,0.2530249,0.4595397,0.604009,1.0
0.69214815,0.7601423,0.4934422,0.44939727,0.0
0.64622223,0.7699288,0.50210345,0.30501822,0.0
0.5099259,0.48683274,0.8054937,0.32366133,1.0
0.541037,0.30017793,0.4941846,0.6349874,1.0
0.8094815,0.40160143,0.23781243,0.28441268,0.0
